13475,972.0,0.1
13476,972.0,0.1
13477,973.0,0.1
13478,972.0,0.1
13479,972.0,0.1
13480,973.0,0.1
13481,973.0,0.1
13482,973.0,0.1
13483,973.0,0.1
13484,973.0,0.1
13485,974.0,0.1
13486,973.0,0.1
13487,972.0,0.1
13491,972.0,0.1
13492,972.0,0.1
13493,972.0,0.1
13494,972.0,0.1
13495,972.0,0.1
13510,974.0,0.1
13511,974.0,0.1
13512,975.0,0.1
14022,1007.0,0.05
14023,1007.0,0.05
14024,1007.0,0.05
14025,1008.0,0.05
14026,1008.0,0.05
14027,1008.0,0.05
14028,1008.0,0.05
14029,1008.0,0.05
14030,1008.0,0.05
14031,1008.0,0.05
18082,672.0,0.025
18083,612.0,0.025
18084,657.0,0.675
18085,669.0,0.025
18086,673.0,0.025
18087,687.0,0.025
18149,593.0,0.225
18150,632.0,0.2
18151,650.0,0.05
18153,661.0,0.025
18154,663.0,0.025
18155,664.0,0.025
18165,671.0,0.025
18169,672.0,0.025
18170,673.0,0.025
18171,673.0,0.025
27604,934.0,0.025
27608,977.0,0.025
27613,977.0,0.025
27614,978.0,0.025
27615,977.0,0.025
27620,929.0,0.05
27621,903.0,0.025
27622,937.0,0.025
27623,969.0,0.025
34315,942.0,0.05
34316,1023.0,0.175
34317,1023.0,0.175
34318,1023.0,0.2
34319,1023.0,0.2
34320,1023.0,0.2
34321,1023.0,0.2
34322,1023.0,0.2
34323,1023.0,0.2
34324,1023.0,0.2
34325,1023.0,0.175
34326,1023.0,0.2
34327,1023.0,0.2
34328,1023.0,0.2
34329,1023.0,0.2
34330,1023.0,0.2
34331,1023.0,0.2
34332,1023.0,0.2
34333,1023.0,0.2
34334,1023.0,0.2
34335,1021.0,0.125
34548,600.0,0.025
34549,578.0,0.05
34550,558.0,0.025
34553,567.0,0.05
34554,565.0,0.05
34555,567.0,0.05
34556,570.0,0.05
34557,574.0,0.05
34558,576.0,0.05
34559,581.0,0.05
34560,588.0,0.025
34561,598.0,0.025
34562,607.0,0.025
34563,613.0,0.025
34564,617.0,0.025
34719,586.0,0.025
34769,937.0,0.025
34770,938.0,0.025
34771,940.0,0.025
34772,940.0,0.025
34773,941.0,0.025
34774,943.0,0.025
34775,944.0,0.025
34776,946.0,0.025
34777,948.0,0.025
34778,949.0,0.025
34779,950.0,0.025
34780,952.0,0.025
34781,953.0,0.025
34782,954.0,0.025
34783,954.0,0.025
34784,955.0,0.025
34785,957.0,0.025
34786,958.0,0.025
34787,960.0,0.025
34788,961.0,0.025
34789,963.0,0.025
34790,965.0,0.025
34791,967.0,0.025
34792,968.0,0.025
34793,969.0,0.025
34794,971.0,0.025
43253,634.0,0.05
43254,615.0,0.1
43255,615.0,0.1
43256,620.0,0.05
43257,629.0,0.05
43258,637.0,0.05
43259,647.0,0.05
46865,936.0,0.025
46866,939.0,0.025
46867,942.0,0.025
46868,944.0,0.025
46869,944.0,0.025
46870,943.0,0.025
46871,941.0,0.025
46872,941.0,0.025
50337,668.0,0.025
50338,679.0,0.025
50339,685.0,0.025
50347,674.0,0.025
50651,680.0,0.025
50652,621.0,0.025
50653,655.0,0.025
50654,643.0,0.025
50655,547.0,0.25
50656,526.0,0.25
50657,540.0,0.25
50658,568.0,0.1
50659,587.0,0.075
50660,610.0,0.075
50661,630.0,0.025
50662,636.0,0.025
50663,645.0,0.025
50794,698.0,0.025
50795,722.0,0.025
50811,701.0,0.025
50812,700.0,0.025
50813,700.0,0.025
50814,701.0,0.025
50815,702.0,0.025
50816,702.0,0.025
50817,702.0,0.025
51240,672.0,0.025
51241,673.0,0.025
51249,672.0,0.025
51250,672.0,0.025
70440,640.0,0.025
70441,641.0,0.025
70442,640.0,0.025
70443,640.0,0.025
70444,640.0,0.025
70445,640.0,0.025
70446,640.0,0.025
70447,640.0,0.025
70448,640.0,0.025
70449,640.0,0.025
70450,640.0,0.025
70451,640.0,0.025
70452,640.0,0.025
70453,640.0,0.025
70454,640.0,0.025
70455,640.0,0.025
70456,640.0,0.025
70457,640.0,0.025
84452,930.0,0.025
84453,928.0,0.025
84454,928.0,0.025
84455,927.0,0.025
84456,926.0,0.025
84457,926.0,0.025
84458,927.0,0.025
84459,928.0,0.025
84460,930.0,0.025
84461,931.0,0.025
84462,933.0,0.025
84463,934.0,0.025
84464,935.0,0.025
84475,950.0,0.025
84506,901.0,0.025
84840,903.0,0.025
84841,903.0,0.025
84842,903.0,0.025
84843,904.0,0.025
84844,903.0,0.025
84845,903.0,0.025
84846,903.0,0.025
84847,903.0,0.025
84848,903.0,0.025
84849,903.0,0.025
84850,903.0,0.025
84851,903.0,0.025
84852,903.0,0.025
84853,903.0,0.025
84854,902.0,0.025
